lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,method,ra,age_days,trial_order,session_error,session_error_type,notes,second_session,lang_group,lang1,lang1_exposure,lang2,lang2_exposure,lang3,lang3_exposure,caregiver_seat,macarthur_ladder,parenta_gender,parenta_education,parentb_gender,parentb_education,preterm,days_preterm,prev_earinfection,curr_earinfection,hearing_vision,hearing_vision_info,cognitive_developmental,cognitive_developmental_info,sib1_age,sib1_gender,sib2_age,sib2_gender,sib3_age,sib3_gender,sib4_age,sib4_gender,tod,season,race_ethnicity,gender,lang4,lang4_exposure,bilingual_nae,bilingual_parenta_nae,bilingual_parentb_nae,bilingual_interview_lang,beard,ratype,childcare,visits,household_size,last_feed_min,last_sleep_min,termtime,popnum,popkm2,subid_unique
bllumanitoba,4161,IDS,IDS1,5.0,13.199,18.22,noerror,,HPP,Kelsey,295.0,4.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,6.0,F,14.0,M,14,term,,N,N,N,,N,,,,,,,,,,930.0,Winter,Caucasian,F,,,100.0,regularly,regularly,preferred,no_beard,undergraduate,Baby is with mom four days of the week and three days with dad. Baby is in daycare during the day when they're with mom and baby is with grandma during the day when they're with dad.,,1.0,,,in session,224617.0,77.0,bllumanitoba:4161
lppparisdescartes2,mb25jf,IDS,IDS2,3.0,3641.0,18.0,noerror,,HPP,,272.0,1.0,Noerror,,,N,monolingual,french,95.0,english,5.0,,,caregiver,,F,,M,,term,,no,no,no,,no,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,lppparisdescartes2:mb25jf
babylabplymouth,mb0906,IDS,IDS1,2.0,4.94,9.06,noerror,,HPP,Abbey,303.0,2.0,noerror,,,N,monolingual,english,100.0,,,,,caregiver,4.0,F,13.0,M,14,term,14.0,N,N,N,,N,,,,,,,,,,,Summer,british,M,,,,,,,no_beard,undergraduate,,,,,,not in session,,,babylabplymouth:mb0906
minddevlabbicocca,mb18,IDS,IDS3,5.0,4529.0,6530.0,noerror,,SingleScreen,Stefania,175.0,2.0,noerror,,,N,Monolingual,Italian,100.0,,,,,caregiver,,F,18,M,16,term,,No,No,N,,N,,,,,,,,,,0.4375,winter,Caucasian,F,,,,,,,,postgraduate,she stays mostly with the mom; sometimes the go for a visit to grandmother and uncle,30/30,2 adults,0.3958333333333333,0.4166666666666666,not in session,,,minddevlabbicocca:mb18
irlconcordia,mb12s31,training,train2,-1.0,0.71,6.629,noerror,,eyetracking,ALR,380.0,3.0,noerror,,,N,monolingual,english,100.0,,,,,caregiver,7.0,F,18.0,M,16.0,term,,N,N,N,,N,,3,F,,,,,,,1030.0,spring,east and southeast asian; european,F,,,100.0,regularly,regularly,preferred,,undergraduate,with mom all day everyday,,3.0,150,60,in session,,,irlconcordia:mb12s31
ethosrennes,sy727,IDS,IDS6,13.0,1.23,4.15,noerror,,Eyetracking,Chloe,245.0,3.0,noerror,,,N,monolingual,french,100.0,,,,,caregiver,,F,15.0,M,17.0,term,,N,N,N,,N,,,,,,,,,,1130.0,Spring,,M,,,,,,,no_beard,undergraduate,nanny 3.5 days per week,,,1899-12-31 03:30:00,1899-12-31 01:30:00,,,,ethosrennes:sy727
infantcoglablouisville,236172,IDS,IDS5,1.0,2.656,2.656,no error,,single screen,Nonah,319.0,3.0,no error,,fussy/low attention,N,monolingual,English,100.0,,0.0,0,0.0,caregiver,8.0,F,20.0,M,20.0,term,,Y,Y,N,"infant was currently on antibiotics for an ear infection, started antibiotics 5 days previous to testing",N,,,,,,,,,,,,white,M,0,0.0,,,,,,,,,,,,,,,infantcoglablouisville:236172
cfnuofn,cfnbfi12m,IDS,IDS5,1.0,5.01,7.35,noerror,,Eyetracking,Alix,416.0,3.0,noerror,,Baby got fussy towards end of experiment,Y,Monolingual,English,100.0,,,,,seat,,F,10,M,12,Preterm,10.0,yes,no,no,,no,,,,,,,,,,1130.0,Summer,caucasian,M,,,,regularly,regularly,preferred,no_beard,postgraduate,with mum every day,daily,3.0,180,150,not in session,14581.0,40.0,cfnuofn:cfnbfi12m
kokuhamburg,mb04,ADS,ADS6,13.0,,,error,experiment ended early,Eyetracking,Naily,394.0,4.0,noerror,,,N,Monolingual,German,100.0,,,,,caregiver,,M,20.0,F,17.0,term,,No,No,N,,N,,2,M,,,,,,,,,,F,,,,,,,,,,,,,,,,,kokuhamburg:mb04
babylabprinceton,manybabies018,ADS,ADS1,1.0,10.177,15.418,noerror,,HPP,EF,431.0,2.0,noerror,,"RA is a full time lab manager, post-undergrad",N,monolingual,English,90.0,Gujarati,10.0,,,caregiver,7.0,F,18.0,M,16,N,,N,N,Y,slightly nearsighted,N,,3,F,,,,,,,1530,Fall,asian,F,,,,,,,no_beard,other,at home with dad/grandparents,15.0,3.0,2.0,4.0,in session,118734.0,80.0,babylabprinceton:manybabies018
cfnuofn,cfn007,ADS,ADS8,16.0,0.0,17.1,noerror,,Eyetracking,OliviaW,205.0,2.0,noerror,,Baby fussed out at end of experiment,Y,Monolingual,English,100.0,,,,,seat,,F,,M,,Term,0.0,no,no,no,,no,,,,,,,,,,1400.0,Summer,australian,M,,,,regularly,regularly,preferred,no_beard,postgraduate,,,,,,not in session,91822.0,78.0,cfnuofn:cfn007
babylingoslo,os039,training,train2,-2.0,5.13,18.05,noerror,,Eyetracking,Anna,188.0,4.0,noerror,,Not a good calibration. The child got a bit fussy towards the end of the session.,Y,monolingual,Norwegian,100.0,,,,,seat,,F,21.0,M,18,term,,N,N,N,,N,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,babylingoslo:os039
chosunbaby,h79y50,IDS,IDS4,7.0,6.806,6.806,noerror,,HPP,KIM,256.0,1.0,noerror,,,N,monolingual,Korean,100.0,,,,,caregiver,,F,16,M,16,term,,yes,no,N,,N,,,,,,,,,,,Spring,Asian,M,,,,,,,no_beard,undergraduate,,,,,,,,,chosunbaby:h79y50
cdcceu,mb14,training,train1,-2.0,13.34,18.033330000000003,noerror,,Eyetracking,"Mikolaj,Zsu",183.0,1.0,noerror,,"Mikolaj without beard. Zsu is a full-time employed RA, Mikolaj run the experiment. Zsu talked to the mum, gathered questionnaire data.",N,Monolingual,Hungarian,100.0,,,,,caregiver,,F,17,M,17,N,,N,N,N,,N,,5,F,,,,,,,1300.0,Fall,,M,,,0.0,,,preferred,no_beard,other,Parent and grandparents,30,3.0,90,120,,,,cdcceu:mb14
bcrlunlv,mb3503,ADS,ADS2,9.0,3.0,5.4,noerror,,SingleScreen,YR,409.0,3.0,noerror,,,N,monolingual,English,90.0,Spanish,10.0,,,caregiver,,F,16.0,M,16,term,,Y,N,N,,N,,,,,,,,,,,Fall,"Caucasian, Mexican, Mexican-American, Chicano",M,,,,,,,no_beard,undergraduate,,,,,,,,,bcrlunlv:mb3503
bllumanitoba,4204,ADS,ADS5,10.0,10.671,18.23,noerror,,HPP,Mercedes,215.0,2.0,noerror,,,N,monolingual,English,94.0,Spanish,5.0,Punjabi,1.0,caregiver,7.0,F,18.0,M,15,term,,N,N,N,,N,,2.0,F,,,,,,,1330.0,Spring,Caucasian-Indian,M,,,94.0,regularly,regularly,preferred,no_beard,undergraduate,Baby stays home with mom.,,3.0,,,in session,53910.0,79.0,bllumanitoba:4204
childlabmanchester,mb10,ADS,ADS5,10.0,0.0,2.0,noerror,,eyetracking,Iain/Naomi,330.0,2.0,noerror,,Somewhat fussy at the start,N,Monolingual,English,,,,,,caregiver,,,,,,N,,,,N,,N,,,,,,,,,,,Spring,,M,,,,,,,no_beard,postgraduate/graduate,,,,,,in session,1761505.0,543.0,childlabmanchester:mb10
babylabutrecht,710,training,train1,-2.0,17.249011,17.999274,noerror,,HPP,MM,241.0,4.0,error,experimenter error,trial 8 took to long -  pressed 'watch' incorrectly,N,Monolingual,Dutch,100.0,,,,,caregiver,6.0,F,15.0,,16,term,-9.0,N,,N,,N,,,,,,,,,,1136.0,Winter,,F,,,,,,,,undergrad,daycare,,,,,,,,babylabutrecht:710
kokuhamburg,mb13,IDS,IDS6,12.0,,,error,experiment ended early,Eyetracking,Naily,440.0,1.0,noerror,,,N,Monolingual,German,100.0,,,,,caregiver,,F,20.0,M,19.0,term,,Yes,Yes,N,,N,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,kokuhamburg:mb13
babylabnijmegen,ba07912,ADS,ADS6,12.0,1.0,3.0,noerror,,HPP,KM,333.0,3.0,noerror,,,N,monolingual,Dutch,100.0,,,,,caregiver,7.0,,,,,term,,N,N,N,,N,,5,F,,,,,,,0900,"fall,,,",,M,,,,,,,,,,,,,,,,,babylabnijmegen:ba07912
infantcoglablouisville,236809,ADS,ADS2,4.0,3.4,3.4,no error,,single screen,Kate,349.0,1.0,no error,,,N,monolingual,English,100.0,,0.0,0,0.0,caregiver,6.0,F,17.0,M,14.0,term,,N,N,N,,N,,4,F,,,,,,,,,white,M,0,0.0,,,,,,,,,,,,,,,infantcoglablouisville:236809
babylabplymouth,mb1007,IDS,IDS4,11.0,3.74,8.43,noerror,,HPP,Abbey,308.0,3.0,noerror,,,N,monolingual,english,100.0,,,,,caregiver,3.0,F,13.0,M,17,term,24.0,N,N,N,,N,,,,,,,,,,,Summer,british,M,,,,,,,no_beard,undergraduate,,,,,,not in session,,,babylabplymouth:mb1007
babylabumassb,mbpumb031092643,IDS,IDS5,10.0,1.97,18.0067,noerror,,Eyetracking,MC,269.0,1.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,8.0,M,18.0,F,20,term,,N,N,N,,N,,,,,,,,,,,,White/Not hispanic,M,,,,,,,,,,,,,,,,,babylabumassb:mbpumb031092643
lppparisdescartes2,mb28sh,ADS,ADS2,10.0,767.0,18.0,error,noise,HPP,,260.0,4.0,error,noise,trials 9-10-14,N,monolingual,french,90.0,Arabic,10.0,,,caregiver,,F,,M,,term,,no,no,no,,no,,2,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,lppparisdescartes2:mb28sh
cdcceu,mb36,IDS,IDS4,7.0,15.87,18.03332,noerror,,Eyetracking,"Mikolaj,Zsu",440.0,1.0,noerror,,"Mikolaj without beard. Zsu is a full-time employed RA, Mikolaj run the experiment. Zsu talked to the mum, gathered questionnaire data.",N,Monolingual,Hungarian,100.0,,,,,caregiver,,F,15,M,12,N,,Y,N,N,,N,,9,F,8,F,,,,,900.0,Winter,,F,,,0.0,,,preferred,no_beard,other,"With parents at home (taking turns), 1-2 times a month father’s brother",12,4.0,120,210,,,,cdcceu:mb36
chosunbaby,h32o08,ADS,ADS8,16.0,5.113,5.113,error,infant too young,HPP,NAM,361.0,2.0,noerror,,under 12 months,N,monolingual,Korean,100.0,,,,,caregiver,,F,14,M,14,term,,no,no,N,,N,,,,,,,,,,,Fall,Asian,M,,,,,,,no_beard,postgraduate,,,,,,,,,chosunbaby:h32o08
earlysocogfm,s32,ADS,ADS6,11.0,1.43,3.57,noerror,,ET,TF & EK,267.0,1.0,noerror,,,N,monolingual,german,98.0,english,2.0,,,caregiver,,F,master's degree,M,master’s degree,N,,Y,N,N,"had 3 back to back ear infections, may need tubes. Currently has cold so possible also ear infection but not checked",N,,6,F,3,M,,,,,,summer,white,M,,,,,,,no_beard,undergraduate,,,,,,not in session,,,earlysocogfm:s32
ldlottawa,mbms42,ADS,ADS4,12.0,1.18333,3.87,noerror,,single screen,Angeline,334.0,3.0,noerror,,,N,Monolingual,English,100.0,,,,,Caregiver,,F,,M,,term,,N,N,N,N,N,N,3,M,,,,,,,,spring,,M,,,,,,,no_beard,postgraduate,,,,,,in session,,,ldlottawa:mbms42
babylabuclajohnson,8481,IDS,IDS4,7.0,13.95,18.03,noerror,,Eyetracking & Online Coding,SB,456.0,1.0,noerror,,,N,Monolingual,English,100.0,,,,,Caregiver,,M,20.0,F,20,,,,,,,,,,,,,,,,,,,Caucasian,F,,,,,,,,,,,,,,,,,babylabuclajohnson:8481
langlabucla,mb319,IDS,IDS-3,8.0,15.052,19.004,noerror,,HPP,VM,165.0,3.0,noerror,,,N,monolingual,English,95.0,Spanish,4.0,,,caregiver,,F,18,M,18,term,,N,N,N,,N,,,,,,,,,,,,Caucasian,F,,,,,,,,,,,,,,,,,langlabucla:mb319
minddevlabbicocca,mb16,ADS,ADS8,15.0,3585.0,5586.0,noerror,,SingleScreen,Stefania,132.0,4.0,noerror,,,N,Monolingual,Italian,100.0,,,,,caregiver,,F,16,M,18,term,,No,No,N,,N,,,,,,,,,,0.66666666666666663,winter,Caucasian,F,,,,,,,,postgraduate,she stays mostly with the parents; she started to attend the day care during the current month,15/30,2 adults,0.4791666666666666,0.6458333333333333,not in session,,,minddevlabbicocca:mb16
infantllmadison,mb038,training,training,-2.0,9.608,11.618,noerror,,HPP,MM,195.0,4.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,6.0,M,14.0,F,16.0,term,,N,N,N,,N,,,,,,,,,,1200.0,Summer,White,F,,,,,,,no_beard,undergraduate,,,,,,not in session,18342.0,74.0,infantllmadison:mb038
cdcceu,mb21,,,16.0,,,,,Eyetracking,"Mikolaj,Zsu",437.0,3.0,noerror,,"Mikolaj without beard. Zsu is a full-time employed RA, Mikolaj run the experiment. Zsu talked to the mum, gathered questionnaire data.",N,Bilingual,Hungarian,72.0,Canadian English,28.0,,,caregiver,,F,17,M,16,N,,N,N,N,,N,,,,,,,,,,1430.0,Fall,,M,,,28.0,regularly,regularly,preferred,no_beard,other,With parent at home,10,2.0,60,300,,,,cdcceu:mb21
babylingoslo,os033,ADS,ADS5,9.0,1.36,18.06,noerror,,Eyetracking,Anna,184.0,1.0,noerror,,It was hard to calibrate  and the child got fussy. The calibration therefore might not be good enough. When looking at recorded data  one can se 'saccades'  even though there are no fixations. This could explain if there are long trials but no collected 'looking time'.,Y,monolingual,Norwegian,100.0,,,,,seat,,F,18.0,M,18,term,,N,N,N,,N,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,babylingoslo:os033
babylabplymouth,mb1201,ADS,ADS1,2.0,18.04,18.04,noerror,,HPP,Abbey,376.0,1.0,noerror,,"stood on mum's lap trial 9-13, started to cry on trial 14",N,monolingual,english,100.0,,,,,caregiver,4.0,F,17.0,M,17,term,,N,N,N,,N,,4,M,,,,,,,,Spring,british,F,,,,,,,no_beard,undergraduate,,,,,,unclear,,,babylabplymouth:mb1201
babylabnijmegen,ba2669,IDS,IDS7,4.0,16.95,1802.0,noerror,,HPP,KM,245.0,3.0,noerror,,,N,monolingual,Dutch,95.0,English,5.0,German,2.0,caregiver,5.0,F,14.5,M,15.5,term,,N,N,N,,N,,,,,,,,,,1330,"fall,",,M,,,,,,,,,,,,,,,,,babylabnijmegen:ba2669
babylabvuw,s08,IDS,IDS7,3.0,15.489,18.001,noerror,,SingleScreen,Petra,204.0,4.0,noerror,,,N,Monolingual,English,100.0,,,,,caregiver,7.0,F,21.0,M,17,term,,N,N,N,,N,,14.0,F,,,,,,,1100.0,Winter,NZ European,M,,,,,,,no_beard,undergraduate,,,,,,in session,53795.0,71.0,babylabvuw:s08
babylabnijmegen,ba1769,ADS,ADS6,12.0,3.22,522.0,noerror,,HPP,KM,266.0,2.0,noerror,,"teeth may be painful, baby was sick 1 week ago",N,monolingual,Dutch,100.0,,,,,caregiver,,M,18.0,F,18,term,,N,N,N,,N,,,,,,,,,,1300,"fall,,",,F,,,,,,,,,,,,,,,,,babylabnijmegen:ba1769
chosunbaby,h58y40,IDS,IDS5,9.0,2.062,2.062,noerror,,HPP,NAM,256.0,2.0,noerror,,,N,monolingual,Korean,100.0,,,,,caregiver,,F,,M,,term,,no,no,N,,N,,7,,6,,,,,,,Winter,Asian,F,,,,,,,no_beard,postgraduate,,,,,,,,,chosunbaby:h58y40
babylabpotsdam,b6805,IDS,IDS5,10.0,1.15,1.15,noerror,,HPP,Nina,302.0,1.0,noerror,,good,N,monolingual,German,100.0,,,,,caregiver,6.0,F,15.0,M,16,preterm,10.0,N,N,N,,N,,3,M,,,,,,,11:00:00,spring,,F,,,,,,,no_beard,,,,,,,,,,babylabpotsdam:b6805
infantlanglabutk,mb1r71ms1,ADS4,ADS4,8.0,18710.0,21023.0,noerror,,hpp,RB,213.0,1.0,noerror,,,N,Monolingual,English,100.0,,,,,caregiver,7.0,F,13,M,18,term,0.0,1,N,N,,N,,3,F,,,,,,,,,white,M,,,,,,,,,,,,,,,,,infantlanglabutk:mb1r71ms1
infantcogubc,gb04,IDS,IDS7,13.0,0.0,3.0,error,Fuss Out,Eyetracking,Vivian,272.0,1.0,noerror,,Baby fussed out during trial 11 - cannot keep trials 11 through 16 (eye-tracker was on table),N,monolingual,English,100.0,,,,,seat,,F,16.0,M,12.0,term,,N,N,N,,N,,,,,,,,,,,,European,F,,,,,,,,,,,,,,,,,infantcogubc:gb04
udssaarland,16,ADS,ADS-4,13.0,4.1184318066,6.7926778793,noerror,,SingleScreen,Exp1,270.0,4.0,noerror,,,N,monolingual,German,100.0,,,,,caregiver,7.0,F,20,M,12,term,,N,N,N,,N,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,udssaarland:16
nusinfantlanguagecentre,yb008,IDS,IDS1,5.0,2.89,19.0,noerror,,eye-tracking,shruthilaya R,230.0,4.0,noerror,,Child was fussing out and started crying. Stopped halfway.,N,monolingual,English,94.0,Mandarin,5.0,,,,,M,15.0,F,17.0,term,,N,N,N,N,N,N,4,F,,,,,,,,,Chinese,M,,,,,,,,,,,,,,,,,nusinfantlanguagecentre:yb008
kokuhamburg,mb18,IDS,IDS8,16.0,,,error,experiment ended early,Eyetracking,Sven,214.0,1.0,noerror,,,N,Monolingual,German,100.0,,,,,caregiver,,M,22.0,F,24.0,term,,No,No,N,,N,,7,M,4,F,,,,,,,,F,,,,,,,,,,,,,,,,,kokuhamburg:mb18
cogdevlabbyu,p42,IDS,IDS1,1.0,16.0,16.0,noerror,,eye-tracking,"Trevor D., Gail C.",151.0,2.0,noerror,,Trial 3,N,monolingual,English,100.0,,,,,caregiver,6.0,F,16,M,16,N,,N,N,N,,N,,6,M,4,M,,,,,,,White,M,,,,,,,,,,,,,,,,,cogdevlabbyu:p42
minddevlabbicocca,mb13,ADS,ADS2,4.0,11672.0,12640.0,noerror,,SingleScreen,Stefania,117.0,1.0,noerror,,,N,Monolingual,Italian,100.0,,,,,caregiver,,F,22,M,16,term,,No,No,N,,N,,,,,,,,,,0.54166666666666663,winter,Caucasian,F,,,,,,,,postgraduate,she stays mostly with the mom; during the last 2 weeks the grandfather moved to their home,30/30,2 adults,0.4583333333333333,0.5416666666666666,not in session,,,minddevlabbicocca:mb13
lancaster,14mb04,IDS,IDS-6,16.0,3.17332541,6.455208202,,,single screen,Charlotte,425.0,4.0,noerror,,Crying some of the time,N,monolingual,English,100.0,,0.0,,0.0,caregiver,,F,17.0,M,11,term,,N,,N,,,,,,,,,,,,,,White British,F,,0.0,,,,,,,,,,,,,,,lancaster:14mb04
musdevutm,mb13,IDS,IDS5,9.0,12.683,13.931,noerror,,HPP,Maha,230.0,2.0,error,"ended early, trial 14",fussy,N,monolingual,English,100.0,,,,,caregiver,,F,14,M,14,term,,N,N,N,N,N,N,,,,,,,,,1530,Summer,,F,,,,,,,no_beard,undergraduate,,,,,,in session,162924.0,85.0,musdevutm:mb13
babylabutrecht,802,training,train1,-2.0,17.999319,17.999319,noerror,,HPP,YL,267.0,2.0,noerror,,,N,Monolingual,Dutch,100.0,,,,,caregiver,8.0,F,16.0,,16,term,-8.0,N,,N,,N,,,,,,,,,,1500.0,Fall,,M,,,,,,,,undergrad,daycare,,,,,,,,babylabutrecht:802
wsigoettingen,m116,ADS,ADS2,4.0,7.16,,noerror,,SingleScreen,Natalie,183.0,4.0,noerror,,"lap, held toy",N,monolingual,German,100.0,,,,,caregiver,,M,21,F,12,preterm,9.0,N,N,N,,N,,2,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,wsigoettingen:m116
earlysocogfm,s30,ADS,ADS6,14.0,1.3,3.43,noerror,,ET,EK & HRL,192.0,3.0,noerror,,,N,monolingual,english,96.0,spanish,4.0,,,caregiver,,F,bachelor’s degree,M,some college/university,N,,N,N,N,,N,,,,,,,,,,,summer,white,F,,,,,,,no_beard,undergraduate,,,,,,not in session,,,earlysocogfm:s30
ethosrennes,yz884,IDS,IDS7,13.0,9.86,13.35,noerror,,Eyetracking,Chloe,121.0,1.0,noerror,,,N,monolingual,french,100.0,,,,,seat,,F,16,M,17,term,,N,N,N,,N,,2,F,,,,,,,1030.0,Spring,,F,,,,,,,no_beard,undergraduate,at home,,,1899-12-31 02:30:00,1899-12-31 00:30:00,,,,ethosrennes:yz884
dcnlabtennessee,mb014,IDS,IDS6,11.0,8.426,18.033,noerror,,eye-tracking,LS,170.0,2.0,noerror,,,n,Monolingual,English,100.0,na,,na,,Caregiver,7.0,f,16,m,18,term,,no,no,no,,no,,na,na,na,na,na,na,na,na,,,white,m,,,,,,,,,,,,,,,,,dcnlabtennessee:mb014
chosunbaby,h84y52,IDS,IDS8,15.0,6.182,7.382,noerror,,HPP,KIM,221.0,2.0,noerror,,,N,monolingual,Korean,100.0,,,,,caregiver,,F,16,M,16,preterm,14.0,no,no,N,,N,,,,,,,,,,,Spring,Asian,F,,,,,,,no_beard,undergraduate,,,,,,,,,chosunbaby:h84y52
cfnuofn,cfn03212,IDS,IDS8,16.0,2.97,17.1,noerror,,Eyetracking,Carly,370.0,4.0,noerror,,,Y,Monolingual,English,100.0,,,,,seat,,F,15,M,15,Preterm,9.0,no,no,yes,bub has congenital nystagmus,no,,,,,,,,,,1410.0,Summer,caucasian,M,,,,regularly,regularly,preferred,no_beard,postgraduate,daycare or with mum,daily,2.0,60,180,not in session,92208.0,76.0,cfnuofn:cfn03212
lancaster,14mb22,IDS,IDS-5,11.0,0.0,2.011838217,,,single screen,Charlotte,402.0,2.0,noerror,,"Fussy from start, had cup in hand, crying, Stopped at trial 11",N,monolingual,English,100.0,,0.0,,0.0,caregiver,,F,17.0,M,11,term,,N,,Y,Grandfather colourblind,,,,,,,,,,,,,White British,M,,0.0,,,,,,,,,,,,,,,lancaster:14mb22
bchdosu,mb0006,Training,Training1,-2.0,8.609,12.961,noerror,,SingleScreen,DR,361.0,1.0,noerror,,ok,N,Monolingual,English,100.0,,,,,caregiver,5.0,F,16.0,M,16.0,term,,No,No,N,,N,,5.2,M,3.1,F,,,,,,Fall,Caucasian,M,,,,,,,no_beard,postgraduate,,,3.0,,,in session,,,bchdosu:mb0006
bllumanitoba,1934,ADS,ADS8,15.0,2.127,4.129,noerror,,HPP,Kelsey,167.0,1.0,noerror,,Baby seemed drawn more to the left screen (experimenter's right).,N,monolingual,English,90.0,Russian,10.0,,,caregiver,6.0,F,12.0,M,14,term,,N,N,N,,N,,2.0,F,,,,,,,1300.0,Spring,Metis-Ukrainian,M,,,90.0,regularly,regularly,preferred,no_beard,undergraduate,Baby stays home with mom.,,2.0,,,not in session,227812.0,78.0,bllumanitoba:1934
lllliv,mb076,IDS,IDS5,2.0,0.576,6.1,,,Eyetracking,Claire,186.0,4.0,error,incomplete - fuss out,Became unsettled so aborted session part way through,N,monolingual,English,100.0,,,,,seat,,F,17,F,14,term,,No,No,N,,N,,2,M,,,,,,,1130,Spring,White british/ Irish,M,,,,,,,no_beard,postgraduate,,,,,,in session,,,lllliv:mb076
islnotredame,p42mb25,IDS,IDS1,1.0,13.203,15.226,noerror,,HPP,JH,426.0,1.0,noerror,,"RA is a full time lab manager, post-undergrad",N,monolingual,English,100.0,,,,,Caregiver,3.0,F,8.0,M,8.0,term,,N,N,N,,N,,1,M,,,,,,,1600.0,Fall,White,M,,,,,,,no_beard,other,,,2.0,,,in session,,,islnotredame:p42mb25
lcdfsu,lcd019,test-ADS,3ADS.wav,9.0,1809.0,3966.0,no_error,,Eyetracking,Megan F,360.0,3.0,noerror,,"mom spoke during a couple trials (not directive, speaking over)",N,Monolingual,English,100.0,,,,,caregiver,7.0,F,18,M,18,preterm,9.0,Y,N,N,,N,,2,M,,,,,,,,,White,F,,,,,,,,,,,,,,,,,lcdfsu:lcd019
lancaster,8mb04,training,train1,-2.0,9.51,18.0,noerror,,Eyetracking,Charlotte,236.0,4.0,error,pulled eyetracker out of calbration; pulled headphones out of mp3 player,na,n,monilingual,English UK,100.0,na,0.0,na,0.0,caregiver,,f,16.0,m,17,0,0.0,na,,y,grandfather colourblind,,,,,,,,,,,,,White British,m,na,0.0,,,,,,,,,,,,,,,lancaster:8mb04
wsigoettingen,m103,IDS,IDS7,13.0,13.39,,noerror,,SingleScreen,Christine,179.0,3.0,noerror,,"lap, put on headphones again at the beginning",N,monolingual,German,100.0,,,,,caregiver,,F,17,M,15,preterm,2.0,N,N,N,,N,,2,F,,,,,,,,,,M,,,,,,,,,,,,,,,,,wsigoettingen:m103
babylablmu,36,ADS,ADS2,4.0,4.16,1451.0,noerror,,Eyetracking,Anna,381.0,1.0,noerror,,,N,Monolingual,German,100.0,,,,,seat,9.5,F,18,M,16,term,,No,No,N,,N,,4,F,,,,,,,,,,M,,,,,,,,,,,,,,,,,babylablmu:36
babylabkonstanz,mb14,training,Train2,-2.0,17.67,18.03,noerror,,HPP,Ka,238.0,2.0,noerror,,,N,Monolingual,German,100.0,,,,,caregiver,7.0,F,18.0,M,18,term,,No,No,N,,,,,,,,,,,,,,Caucasian,F,,,,,,,no,PhD-student,,,,,,,,,babylabkonstanz:mb14
babylabuclajohnson,10182,IDS,IDS6,14.0,4.5,6.49,noerror,,Eyetracking & Online Coding,SB,406.0,4.0,noerror,,,N,Monolingual,English,100.0,Spanish,0.0,,,Caregiver,7.0,F,18.0,M,18,Term,,N,N,N,,N,,,,,,,,,,,,Caucasian,F,,,,,,,,,,,,,,,,,babylabuclajohnson:10182
chosunbaby,h47y32,ADS,ADS6,14.0,2.431,2.431,error,infant too old,HPP,NAM,274.0,3.0,noerror,,over 9 months,N,monolingual,Korean,100.0,,,,,caregiver,,F,16,M,16,term,,no,no,N,,N,,,,,,,,,,,Fall,Asian,M,,,,,,,no_beard,postgraduate,,,,,,,,,chosunbaby:h47y32
bchdosu,mb0053,IDS,IDS7,3.0,17.751,17.751,noerror,,SingleScreen,DR,392.0,4.0,noerror,,did well,N,Monolingual,English,100.0,,,,,caregiver,7.0,F,16.0,M,16.0,term,,No,No,N,,N,,,,,,,,,,,Spring,Caucasian,M,,,,,,,no_beard,postgraduate,,,3.0,,,in session,,,bchdosu:mb0053
babylabkingswood,mb8272,IDS,IDS8,16.0,4543.0,,No error,No error,HPP,DD,274.0,1.0,noerror,,,N,Monolingual,English,100.0,,,,,caregiver,,F,19.0,M,16,term,,No,No,No,No,No,No,,,,,,,,,,,Caucasian,M,,,,,,No,,,,,,,,,,,babylabkingswood:mb8272
babylabutrecht,1108,IDS,IDS3,7.0,13.163298,15.163298,noerror,,HPP,MM,334.0,4.0,noerror,,,N,Monolingual,Dutch,100.0,,,,,caregiver,7.0,F,16.0,,20,term,17.0,N,,N,,N,,,,,,,,,,1100.0,Fall,,M,,,,,,,,undergrad,daycare,,,,,,,,babylabutrecht:1108
bchdosu,mb0025,ADS,ADS8,16.0,5.92,10.545,noerror,,SingleScreen,DR,141.0,3.0,noerror,,did well,N,Monolingual,English,100.0,,,,,caregiver,8.0,F,18.0,M,16.0,term,,No,No,N,,N,,,,,,,,,,,Spring,Caucasian,F,,,,,,,no_beard,postgraduate,,,3.0,,,in session,,,bchdosu:mb0025
callab,callab41,IDS,IDS4,7.0,6.61273193359375,8.41261291503906,noerror,,eye-tracking,Ben,371.0,1.0,noerror,,,N,Monolingual,English,100.0,,,,,Caregiver,,F,18,,18,Term,,N,N,N,,N,,6,F,,,,,,,,,Caucasian,M,,,,,,,,staff,,,,,,,,,callab:callab41
